rumah_url,rumah_nama,rumah_lokasi,rumah_harga,rumah_kamar_tidur,rumah_kamar_mandi,rumah_luas_bangunan,rumah_luas_lahan,rumah_fully_furnished,rumah_keamanan,rumah_kolam_renang,rumah_taman,rumah_lahan_parkir,rumah_jumlah_lantai,rumah_balcony,rumah_AC
https://www.lamudi.co.id/rumah-murah-dekat-stasiun-citayam-sedia-fasilitas-167205331814.html,Rumah Cicilan Mulai 2jutaan Dekat Stasiun Citayam Tanpa DP,"Citayam, Depok",Rp 371.240.000,2.0,1.0,27.0,75.0,,yes,,yes,2.0,,,
https://www.lamudi.co.id/jual-rumah-minimalis-2-lantai-siap-huni-di-limo-residence-bisa-kpr.html,Jual Rumah Minimalis 2 Lantai Siap Huni di Limo Residence Harga All In Bisa KPR,"Limo Residence Limo, Depok",Rp 2.040.000.000,2.0,2.0,150.0,113.0,,yes,,,1.0,2.0,,
https://www.lamudi.co.id/jual-rumah-luas-strategis-di-perum-taman-bojongsar-165839043610.html,Rumah Luas Strategis di Taman Bojongsari Bebas Banjir Harga All In Siap KPR,"Bojongsari, Depok",Rp 1.020.000.000,3.0,2.0,95.0,164.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/jual-rumah-industrial-modern-siap-huni-di-desari-r-165933691846.html,Rumah Industrial Modern di Desari Residence Depok Harga All In Bisa KPR,"Cilodong, Depok",Rp 1.380.000.000,3.0,2.0,90.0,72.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/dijual-rumah-strategis-siap-huni-di-margo-residenc-165995311462.html,Rumah Strategis Siap Huni di Margo Residence 1 Harga All In Nego Bisa KPR,"Margo Residence 1 Margonda, Depok",Rp 900.000.000,2.0,2.0,45.0,90.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/rumah-siap-huni-harga-all-in-kpr-dekat-mall-the-pa-166797485452.html,Rumah Siap Huni Harga All In KPR Dekat Mall The Park Sawangan DP Ringan,"Felicity Madani Sawangan, Depok",Rp 625.000.000,2.0,1.0,39.0,83.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/jual-rumah-seken-2-lantai-di-perum-diamond-golden-166054848872.html,Rumah Seken 2 Lantai di Perum Diamond Golden Cinere Harga All In Nego Siap KPR,"Cinere, Depok",Rp 999.000.000,3.0,3.0,75.0,96.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/jual-cepat-rumah-strategis-dekat-sawangan-depok-si-166080912877.html,Rumah Strategis Dekat Cinere Depok Siap Huni Harga All In Bisa KPR,"Cinere, Depok",Rp 930.000.000,2.0,2.0,55.0,91.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/dijual-rumah-hook-siap-huni-di-perum-cinangka-gard-165961163084.html,Rumah Hook Siap Huni di Perum Cinangka Garden Hill Harga All In Bisa KPR,"Sawangan, Depok",Rp 1.320.000.000,3.0,2.0,160.0,90.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/dijual-rumah-luas-bebas-banjir-di-komplek-omma-ind-165873966370.html,Rumah Luas Bebas Banjir di Komplek Omma Indah Tapos Harga All In Siap KPR,"Tapos, Depok",Rp 1.020.000.000,3.0,2.0,140.0,120.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/jual-rumah-minimalis-seken-siap-huni-bisa-kpr-di-p-165839227588.html,Rumah Minimalis Seken Siap Huni Bisa KPR di Permata Hills Residence Harga All In,"Bojongsari, Depok",Rp 500.000.000,2.0,1.0,36.0,68.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/jual-rumah-bebas-banjir-di-perum-depok-maharaja-bisa-kpr.html,Jual Rumah Bebas Banjir di Perum Depok Maharaja Harga All In Bisa KPR,"Pancoran Mas, Depok",Rp 1.200.000.000,3.0,3.0,100.0,120.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/rumah-minimalis-idaman-di-pondok-mandala-1-depok-h-165934255958.html,Rumah Minimalis Idaman di Pondok Mandala 1 Depok Harga All In Nego Bisa KPR,Depok,Rp 1.050.000.000,5.0,2.0,154.0,83.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/rumah-2-lantai-strategis-dekat-margonda-bebas-banj-165934368632.html,Rumah 2 Lantai Strategis Dekat Margonda Bebas Banjir Harga All In Siap KPR,"Margonda, Depok",Rp 1.050.000.000,5.0,2.0,154.0,83.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/rumah-2-lantai-asri-harga-all-in-di-perumahan-tama-166653627087.html,Rumah 2 Lantai Asri Harga All In di Perumahan Taman Tanah Baru Siap KPR,"Beji, Depok",Rp 1.680.000.000,3.0,1.0,103.0,133.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/rumah-unit-pojok-harga-all-in-dekat-stasiun-ka-dep-166619372532.html,Rumah Unit Pojok Harga All In Dekat Stasiun KA Depok Siap KPR,"Pancoran Mas, Depok",Rp 1.200.000.000,3.0,2.0,124.0,131.0,Tidak,yes,,yes,1.0,,,
https://www.lamudi.co.id/rumah-2-lantai-strategis-di-bukit-asri-residence-h-167171252370.html,Rumah 2 Lantai Strategis di Bukit Asri Residence Harga All In Siap KPR,"Cinere, Depok",Rp 2.290.000.000,3.0,3.0,110.0,186.0,,yes,,yes,2.0,2.0,,
https://www.lamudi.co.id/rumah-minimalis-asri-harga-all-in-dekat-gerbang-to-166619421965.html,Rumah Minimalis Asri Harga All In Dekat Gerbang Tol Margonda Siap KPR,"Margonda, Depok",Rp 1.200.000.000,3.0,2.0,124.0,131.0,Tidak,yes,,yes,1.0,,,
https://www.lamudi.co.id/rumah-strategis-siap-kpr-di-perum-the-cozy-green-c-167236947723.html,Rumah Strategis Siap KPR di Perum The Cozy Green Cibubur Mension Harga All In,"Cimanggis, Depok",Rp 1.560.000.000,3.0,3.0,135.0,126.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/rumah-asri-harga-all-in-kpr-di-orchid-green-villag-16695187648.html,Rumah Asri Harga All In KPR di Orchid Green Village Bebas Banjir Bisa Nego,"Beji, Depok",Rp 1.320.000.000,2.0,2.0,98.0,87.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/rumah-seken-bebas-banjir-di-pahlawan-residence-sawangan-bisa-kpr.html,Rumah Seken Bebas Banjir di Pahlawan Residence Sawangan Harga All In Bisa KPR,"Cinangka, Sawangan, Kota Depok Sawangan, Depok",Rp 1.560.000.000,3.0,2.0,90.0,109.0,,yes,,yes,2.0,2.0,,
https://www.lamudi.co.id/jual-cepat-rumah-minimalis-strategis-di-pancoran-mas-depok-siap-huni-bisa-kpr.html,Rumah Minimalis Strategis di Pancoran Mas Depok Siap Huni Harga All In Bisa KPR,"Pancoran Mas, Depok",Rp 660.000.000,2.0,1.0,45.0,80.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/dijual-rumah-strategis-di-bukit-griya-cinere-harga-165934589162.html,Dijual Rumah Strategis di Bukit Griya Cinere Harga All In Nego Siap KPR,"Cinere, Depok",Rp 1.320.000.000,3.0,3.0,140.0,72.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/dijual-rumah-2-lantai-strategis-dekat-tapos-depok-165996115234.html,Rumah 2 Lantai Strategis Dekat Tapos Depok Siap KPR Harga All In Bisa Nego,"Tapos, Depok",Rp 1.100.000.000,2.0,2.0,135.0,90.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/rumah-strategis-siap-kpr-dekat-gerbang-tol-margond-166296506966.html,Rumah Strategis Siap KPR Dekat Gerbang Tol Margonda Harga All In Bisa Nego,"Margonda, Depok",Rp 1.800.000.000,4.0,2.0,130.0,105.0,,yes,,yes,2.0,2.0,yes,
https://www.lamudi.co.id/rumah-minimalis-asri-dekat-gerbang-tol-limo-depok-166080897437.html,Rumah Minimalis Asri Dekat Gerbang Tol Limo Depok Harga All In Bisa KPR,"Griya Cinere Asri Limo, Depok",Rp 930.000.000,2.0,2.0,55.0,91.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/rumah-seken-bebas-banjir-dekat-cinere-depok-harga-nego-siap-kpr.html,Rumah Seken Bebas Banjir Dekat Cinere Depok Harga All In Nego Siap KPR,"Perumahan Matoa Hill Cinere, Depok",Rp 1.500.000.000,3.0,2.0,105.0,95.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/jual-cepat-rumah-seken-luas-siap-huni-dekat-cimanggis-depok-bisa-kpr.html,Rumah Seken Luas Siap Huni Dekat Cimanggis Depok Harga All In Bisa KPR,"Bumi Kemang Indah Cimanggis, Depok",Rp 870.000.000,3.0,2.0,90.0,119.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/rumah-idaman-bebas-banjir-di-griya-vitara-indah-depok-dp-ringan-siap-kpr.html,Rumah Idaman Bebas Banjir di Griya Vitara Indah DP Ringan Harga All In Siap KPR,"Beji, Depok",Rp 660.000.000,2.0,1.0,45.0,80.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/rumah-asri-strategis-bebas-banjir-dekat-stasiun-ka-165874048791.html,Rumah Strategis Bebas Banjir Dekat Stasiun KA Depok Harga All In Nego Siap KPR,"Beji, Depok",Rp 4.200.000.000,3.0,4.0,120.0,194.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/jual-rumah-hook-luas-strategis-siap-huni-di-depok-166857196973.html,Jual Rumah Hook Luas Strategis Siap Huni di Depok Harga All In Nego Bisa KPR,"Sukmajaya, Depok",Rp 1.500.000.000,3.0,3.0,104.0,164.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/jual-cepat-rumah-luas-2-lantai-siap-huni-di-cluste-166107890843.html,Rumah Luas 2 Lantai Siap Huni di Cluster Cinere Modern Harga All In Bisa KPR,"Cinere, Depok",Rp 1.475.000.000,4.0,3.0,150.0,151.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/rumah-minimalis-harga-all-in-siap-kpr-di-perumahan-166324653487.html,Rumah Minimalis Harga All In Siap KPR di Perumahan Taman Melati Depok,"Bojongsari, Depok",Rp 710.000.000,2.0,1.0,60.0,86.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/jual-rumah-strategis-bebas-banjir-dekat-cinere-bisa-kpr.html,Jual Rumah Strategis Bebas Banjir Dekat Cinere Harga All In Bisa KPR,"Cinere, Depok",Rp 1.080.000.000,3.0,2.0,80.0,84.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/rumah-2-lantai-asri-di-perumahan-newland-matoa-har-167100511293.html,Rumah 2 Lantai Asri di Perumahan Newland Matoa Harga All In KPR Bisa Nego,"Cinere, Depok",Rp 1.550.000.000,3.0,3.0,200.0,105.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/dijual-rumah-minimalis-asri-siap-huni-di-permata-c-165996131985.html,Rumah Minimalis Asri Siap Huni di Permata Cimanggis Depok Harga All In Bisa KPR,"Cimanggis, Depok",Rp 1.100.000.000,2.0,2.0,135.0,90.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/jual-rumah-luas-2-lantai-siap-huni-di-grand-depok-165874027060.html,Rumah Luas 2 Lantai Siap Huni di Grand Depok City Harga All In Nego Bisa KPR,"Pancoran Mas, Depok",Rp 4.200.000.000,3.0,4.0,120.0,194.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/rumah-asri-strategis-dekat-stasiun-ka-depok-bebas-165933710940.html,Rumah Asri Strategis Dekat Stasiun KA Depok Bebas Banjir Harga All In Siap KPR,"Pancoran Mas, Depok",Rp 1.380.000.000,3.0,2.0,90.0,72.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/rumah-minimalis-strategis-bebas-banjir-dekat-stasi-165995325786.html,Rumah Minimalis Bebas Banjir Dekat Stasiun KA Depok Harga All In Siap KPR,"Margo Residence 1 Pancoran Mas, Depok",Rp 900.000.000,2.0,2.0,45.0,90.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/rumah-bebas-banjir-siap-huni-dekat-gerbang-tol-lim-166054825210.html,Rumah Bebas Banjir Siap Huni Dekat Gerbang Tol Limo Depok Harga All In Bisa KPR,"Perum Diamond Golden Cinere Limo, Depok",Rp 999.000.000,3.0,3.0,75.0,96.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/jual-cepat-rumah-asri-luas-siap-kpr-di-tamansari-p-166073250791.html,Rumah Asri Luas Siap KPR di Tamansari Puri Bali Harga All In Bebas Banjir,"Bojongsari, Depok",Rp 2.160.000.000,2.0,1.0,60.0,152.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/rumah-hook-luas-siap-kpr-di-perum-permata-mansion-16635895279.html,Rumah Hook Luas Siap KPR di Perum Permata Mansion Harga All In Bebas Banjir,"Bojongsari, Depok",Rp 1.200.000.000,2.0,1.0,43.0,130.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/rumah-2-lantai-bebas-banjir-siap-kpr-dekat-mall-ci-166510027990.html,Rumah 2 Lantai Bebas Banjir Siap KPR Dekat Mall Cinere Bellevue Harga All In,"Cinere, Depok",Rp 2.400.000.000,3.0,2.0,150.0,120.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/jual-rumah-minimalis-modern-di-sawangan-depok-harg-166839711930.html,Jual Rumah Minimalis Modern di Sawangan Depok Harga All In Nego Bisa KPR,"Sawangan, Depok",Rp 1.400.000.000,3.0,2.0,135.0,225.0,,yes,,yes,2.0,2.0,yes,
https://www.lamudi.co.id/rumah-strategis-asri-dekat-cinere-depok-harga-all-166951912636.html,Rumah Strategis Asri Dekat Cinere Depok Harga All In KPR Siap Nego,"Cinere, Depok",Rp 1.320.000.000,2.0,2.0,98.0,87.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/jual-rumah-minimalis-siap-huni-di-rose-garden-cimanggis-bisa-kpr.html,Rumah Minimalis Siap KPR di Rose Garden Cimanggis Harga All In Bisa Nego,"Sukatani, Tapos, Kota Depok Tapos, Depok",Rp 899.000.000,2.0,1.0,60.0,105.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/rumah-strategis-bebas-banjir-di-panoramic-garden-harga-nego-siap-kpr.html,Rumah Strategis Bebas Banjir di Panoramic Garden Harga All In Nego Siap KPR,"Panoramic Garden Margonda, Depok",Rp 1.800.000.000,3.0,3.0,150.0,106.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/rumah-strategis-bebas-banjir-dekat-cinere-depok-harga-nego-siap-kpr.html,Rumah Strategis Bebas Banjir Dekat Cinere Depok Harga All In Nego Siap KPR,"Limo Residence Cinere, Depok",Rp 2.040.000.000,2.0,2.0,150.0,113.0,,yes,,,1.0,2.0,,
https://www.lamudi.co.id/dijual-rumah-seken-strategis-di-bojongsari-depok-siap-huni-bisa-kpr.html,Rumah Seken Strategis di Bojongsari Depok Siap Huni Harga All In Bisa KPR,"Bojongsari, Depok",Rp 859.000.000,2.0,1.0,90.0,108.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/rumah-idaman-siap-huni-di-tamansari-puri-bali-bebas-banjir-bisa-kpr.html,Rumah Idaman Siap Huni di Tamansari Puri Bali Bebas Banjir Harga All In Bisa KPR,"Sawangan, Depok",Rp 859.000.000,2.0,1.0,90.0,108.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/dijual-rumah-halaman-luas-siap-huni-dekat-bojongsa-165951585312.html,Dijual Rumah Halaman Luas Siap Huni Dekat Bojongsari Depok Harga All In Bisa KPR,"Bojongsari, Depok",Rp 1.680.000.000,3.0,2.0,88.0,152.0,,yes,,yes,2.0,1.0,,
https://www.lamudi.co.id/jual-cepat-rumah-luas-bergaya-minimalis-siap-huni-166003829378.html,Rumah Luas Bergaya Minimalis Siap Huni di Sawangan Harga All In Bisa KPR,"Sawangan, Depok",Rp 950.000.000,3.0,1.0,125.0,150.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/dijual-rumah-minimalis-modern-luas-siap-huni-di-pe-166169642566.html,Rumah Minimalis Modern Luas Siap Huni di Permata Puri Laguna Depok Harga All In,"Cimanggis, Depok",Rp 2.999.000.000,4.0,4.0,150.0,232.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/rumah-strategis-bebas-banjir-di-cibinong-green-par-166184645026.html,Rumah Bebas Banjir di Cibinong Green Park Harga All In DP Ringan Siap KPR,"Cibinong Green Park Cilodong, Depok",Rp 699.000.000,2.0,1.0,40.0,88.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/rumah-minimalis-modern-siap-kpr-di-cinere-depok-ha-166359017125.html,Rumah Minimalis Modern Siap KPR 2 Menit ke Tol Andara Harga All In Bisa Nego,"Jalan H. Bara Cinere, Depok",Rp 2.460.000.000,4.0,5.0,200.0,133.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/rumah-minimalis-luas-harga-all-in-di-perum-depok-m-166452974361.html,Rumah Minimalis Luas Harga All In di Perum Depok Mulya Siap Huni Bisa KPR,"Beji, Depok",Rp 1.560.000.000,3.0,2.0,85.0,133.0,,yes,,,1.0,1.0,,
https://www.lamudi.co.id/rumah-strategis-bisa-nego-dekat-sawangan-harga-all-167107307043.html,Rumah Strategis Bisa Nego Dekat Sawangan Harga All In Siap KPR,"Sawangan, Depok",Rp 690.000.000,2.0,1.0,50.0,76.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/rumah-minimalis-modern-2-lantai-lokasi-pinggir-jal-167004651060.html,Rumah Minimalis Modern 2 lantai Lokasi Pinggir Jalan Raya,"Sawangan, Depok",Rp 900.000.000,3.0,2.0,55.0,60.0,,yes,yes,yes,,,yes,yes
https://www.lamudi.co.id/rumah-minimalis-luas-strategis-siap-kpr-di-tamansa-16710057964.html,Rumah Minimalis Luas Strategis Siap KPR di Tamansari Puri Bali Harga All In,"Bojongsari, Depok",Rp 1.400.000.000,3.0,2.0,90.0,227.0,,yes,,yes,2.0,1.0,,
https://www.lamudi.co.id/jual-rumah-strategis-bisa-kpr-dekat-stasiun-depok-166653649320.html,Jual Rumah Strategis Bisa KPR Dekat Stasiun Depok Baru Harga All In Nego,"Pancoran Mas, Depok",Rp 1.680.000.000,3.0,1.0,103.0,133.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/rumah-minimalis-strategis-dekat-stasiun-citayam-harga-nego-siap-kpr.html,Rumah Minimalis Strategis Dekat Stasiun Citayam Harga All In Nego Siap KPR,"Citayam, Depok",Rp 630.000.000,2.0,1.0,45.0,84.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/jual-rumah-minimalis-seken-strategis-dekat-stasiun-165873928764.html,Jual Rumah Minimalis Seken Strategis Dekat Stasiun Depok Harga All In Siap KPR,"Beji, Depok",Rp 1.080.000.000,2.0,1.0,70.0,90.0,,yes,,yes,1.0,2.0,,
https://www.lamudi.co.id/rumah-2-lantai-idaman-di-limo-depok-bebas-banjir-s-16593456427.html,Rumah 2 Lantai Idaman di Limo Depok Bebas Banjir Siap Huni Harga All In Bisa KPR,"Limo, Depok",Rp 1.320.000.000,3.0,3.0,140.0,72.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/jual-cepat-rumah-luas-bebas-banjir-strategis-di-bo-16625394017.html,Rumah Luas Bebas Banjir Strategis di Bojongsari Depok Harga All In Siap KPR,"Tamansari Puri Bali Bojongsari, Depok",Rp 1.100.000.000,4.0,2.0,110.0,159.0,,yes,,yes,2.0,2.0,,
https://www.lamudi.co.id/jual-rumah-minimalis-seken-siap-kpr-di-felicity-ma-166797390710.html,Jual Rumah Minimalis Seken Siap KPR di Felicity Madani Harga All In Nego,"Bojongsari, Depok",Rp 625.000.000,2.0,1.0,39.0,83.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/rumah-hook-luas-harga-all-in-kpr-dekat-bojongsari-16679756386.html,Rumah Hook Luas Harga All In KPR Dekat Bojongsari Depok Bisa Nego,"Puri Asri Sawangan Bojongsari, Depok",Rp 875.000.000,2.0,1.0,90.0,175.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/dijual-rumah-asri-unit-pojokan-di-panoramic-garden-siap-huni-bisa-kpr.html,Rumah Asri Unit Pojokan di Panoramic Garden Siap Huni Harga All In Bisa KPR,"Panoramic Garden Sukmajaya, Depok",Rp 1.800.000.000,3.0,3.0,150.0,106.0,,yes,,yes,1.0,2.0,yes,
https://www.lamudi.co.id/jual-cepat-rumah-minimalis-siap-huni-di-perum-taman-jasmine-mas-bisa-kpr.html,Jual Rumah Minimalis Siap Huni di Perum Taman Jasmine Mas Harga All In Bisa KPR,"Perumahan Taman Jasmine Mas Bojongsari, Depok",Rp 900.000.000,3.0,1.0,81.0,81.0,,yes,,,1.0,1.0,,
https://www.lamudi.co.id/jual-cepat-rumah-nego-siap-huni-di-perumahan-sawo-griya-kencana-1.html,Jual Rumah Nego Siap KPR di Perumahan Sawo Griya Kencana Harga All In,"Limo, Depok",Rp 1.080.000.000,3.0,2.0,80.0,84.0,,yes,,yes,1.0,1.0,,
https://www.lamudi.co.id/dijual-rumah-minimalis-asri-bebas-banjir-di-tapos-depok-siap-kpr.html,Dijual Rumah Minimalis Asri Bebas Banjir di Tapos Depok Harga All In Siap KPR,"Jalan Cilangkap Tapos, Depok",Rp 1.380.000.000,3.0,3.0,104.0,164.0,,yes,,yes,1.0,2.0,,
